transaction_id,account_id,customer_id,txn_timestamp,direction,amount,currency,channel,txn_type,counterparty_name,counterparty_account,counterparty_bank,counterparty_country,description,status
TXN_B0007480,ACC_000147,CUST_00099,2026-07-16 07:13:57.69658,CREDIT,488.68,INR,UPI,TRANSFER_IN,Croma Electronics,CPACC51601422,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005904,ACC_000480,CUST_00330,2026-07-16 07:14:57.69658,CREDIT,955.52,INR,RTGS,TRANSFER_IN,Apollo Hospitals,CPACC30623892,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003938,ACC_000639,CUST_00436,2026-07-16 07:23:57.69658,DEBIT,3693.55,INR,BRANCH,PURCHASE,Bigbasket,CPACC77910969,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002987,ACC_000551,CUST_00375,2026-07-16 08:14:57.69658,DEBIT,3501.45,INR,BRANCH,PURCHASE,Zomato Ltd,CPACC21578737,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007145,ACC_000633,CUST_00432,2026-07-16 08:19:57.69658,CREDIT,1625.62,INR,UPI,TRANSFER_IN,Bharat Petroleum,CPACC37984599,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008462,ACC_000554,CUST_00376,2026-07-16 08:39:57.69658,CREDIT,1738.89,INR,IMPS,TRANSFER_IN,Zomato Ltd,CPACC57076816,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003167,ACC_000602,CUST_00409,2026-07-16 09:02:57.69658,DEBIT,21837.14,INR,IMPS,PURCHASE,Reliance Retail Ltd,CPACC08179570,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004777,ACC_000386,CUST_00264,2026-07-16 09:10:57.69658,DEBIT,3049.48,INR,NEFT,PURCHASE,Reliance Retail Ltd,CPACC01199719,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001131,ACC_000642,CUST_00437,2026-07-16 09:22:57.69658,DEBIT,178.41,INR,NEFT,PURCHASE,Indian Railways IRCTC,CPACC27047533,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005282,ACC_000177,CUST_00115,2026-07-16 09:47:57.69658,CREDIT,4560.31,INR,SWIFT,TRANSFER_IN,Zomato Ltd,CPACC38311607,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008931,ACC_000655,CUST_00448,2026-07-16 11:28:57.69658,DEBIT,3877.86,INR,ATM,PURCHASE,Zomato Ltd,CPACC66144389,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003143,ACC_000629,CUST_00430,2026-07-16 11:34:57.69658,DEBIT,6845.12,INR,IMPS,PURCHASE,Croma Electronics,CPACC46826782,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004956,ACC_000458,CUST_00315,2026-07-16 11:40:57.69658,DEBIT,587.52,INR,SWIFT,PURCHASE,Reliance Retail Ltd,CPACC47931502,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001958,ACC_000070,CUST_00043,2026-07-16 11:46:57.69658,CREDIT,482.09,INR,ATM,TRANSFER_IN,Croma Electronics,CPACC76008091,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009553,ACC_000333,CUST_00225,2026-07-16 12:08:57.69658,DEBIT,3720.31,INR,ATM,PURCHASE,Tata Consultancy Services,CPACC84640248,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009457,ACC_000659,CUST_00451,2026-07-16 12:12:57.69658,DEBIT,3677.77,INR,IMPS,PURCHASE,Flipkart Internet Pvt Ltd,CPACC92562481,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006913,ACC_000293,CUST_00196,2026-07-16 12:15:57.69658,CREDIT,31258.10,INR,SWIFT,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC99219070,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008459,ACC_000350,CUST_00236,2026-07-16 12:25:57.69658,CREDIT,564.44,INR,UPI,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC88893051,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003719,ACC_000422,CUST_00292,2026-07-16 12:35:57.69658,CREDIT,887.78,INR,RTGS,TRANSFER_IN,Indian Railways IRCTC,CPACC26563624,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000425,ACC_000173,CUST_00113,2026-07-16 12:41:57.69658,DEBIT,182.49,INR,SWIFT,PURCHASE,Croma Electronics,CPACC73722848,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006662,ACC_000093,CUST_00060,2026-07-16 12:48:57.69658,DEBIT,12451.54,INR,IMPS,PURCHASE,Zomato Ltd,CPACC58803242,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004418,ACC_000563,CUST_00381,2026-07-16 12:55:57.69658,DEBIT,4415.90,INR,ATM,PURCHASE,HDFC Life Insurance,CPACC71121076,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001586,ACC_000624,CUST_00426,2026-07-16 12:59:57.69658,DEBIT,1274.18,INR,ATM,PURCHASE,Croma Electronics,CPACC02744393,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009839,ACC_000240,CUST_00161,2026-07-16 15:39:57.69658,DEBIT,446.03,INR,SWIFT,PURCHASE,Bigbasket,CPACC80030536,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002735,ACC_000425,CUST_00294,2026-07-16 15:57:57.69658,DEBIT,4619.01,INR,BRANCH,PURCHASE,Bigbasket,CPACC64668585,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003865,ACC_000257,CUST_00172,2026-07-16 16:20:57.69658,CREDIT,386.59,INR,UPI,TRANSFER_IN,Tata Consultancy Services,CPACC73090433,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002432,ACC_000323,CUST_00219,2026-07-16 16:23:57.69658,CREDIT,589.44,INR,IMPS,TRANSFER_IN,Bharat Petroleum,CPACC19898237,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001036,ACC_000727,CUST_00494,2026-07-16 16:56:57.69658,DEBIT,952.96,INR,IMPS,PURCHASE,Indian Railways IRCTC,CPACC92378452,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004891,ACC_000728,CUST_00495,2026-07-16 17:21:57.69658,DEBIT,3764.78,INR,ATM,PURCHASE,Indian Railways IRCTC,CPACC39073208,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006207,ACC_000423,CUST_00293,2026-07-16 17:33:57.69658,CREDIT,390.99,INR,UPI,TRANSFER_IN,Bharat Petroleum,CPACC02997485,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003988,ACC_000508,CUST_00347,2026-07-16 17:46:57.69658,DEBIT,373.21,INR,ATM,PURCHASE,Zomato Ltd,CPACC55861183,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008739,ACC_000310,CUST_00208,2026-07-16 17:48:57.69658,CREDIT,1973.75,INR,BRANCH,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC17578358,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000352,ACC_000571,CUST_00387,2026-07-16 18:04:57.69658,DEBIT,4170.09,INR,UPI,PURCHASE,Reliance Retail Ltd,CPACC74112079,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008873,ACC_000478,CUST_00328,2026-07-16 18:20:57.69658,CREDIT,1271.69,INR,IMPS,TRANSFER_IN,Bharat Petroleum,CPACC01285890,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006822,ACC_000238,CUST_00159,2026-07-16 18:24:57.69658,CREDIT,1076.03,INR,UPI,TRANSFER_IN,Zomato Ltd,CPACC71622813,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008483,ACC_000003,CUST_00002,2026-07-16 18:57:57.69658,DEBIT,5556.68,INR,IMPS,PURCHASE,Flipkart Internet Pvt Ltd,CPACC05033238,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002421,ACC_000048,CUST_00029,2026-07-16 19:08:57.69658,CREDIT,249.40,INR,SWIFT,TRANSFER_IN,HDFC Life Insurance,CPACC75727624,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008287,ACC_000687,CUST_00469,2026-07-16 19:18:57.69658,DEBIT,24904.74,INR,BRANCH,PURCHASE,HDFC Life Insurance,CPACC55983469,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007822,ACC_000343,CUST_00232,2026-07-16 19:26:57.69658,DEBIT,409.45,INR,SWIFT,PURCHASE,Flipkart Internet Pvt Ltd,CPACC68411572,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005731,ACC_000617,CUST_00421,2026-07-16 20:05:57.69658,DEBIT,2769.71,INR,RTGS,PURCHASE,Apollo Hospitals,CPACC78109999,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004464,ACC_000514,CUST_00350,2026-07-16 20:24:57.69658,DEBIT,463.05,INR,UPI,PURCHASE,Zomato Ltd,CPACC21466071,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003651,ACC_000135,CUST_00091,2026-07-16 20:28:57.69658,CREDIT,2352.32,INR,UPI,TRANSFER_IN,Zomato Ltd,CPACC75861326,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004717,ACC_000199,CUST_00131,2026-07-16 20:44:57.69658,CREDIT,301.62,INR,ATM,TRANSFER_IN,Bigbasket,CPACC59670969,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007423,ACC_000017,CUST_00010,2026-07-16 20:50:57.69658,DEBIT,2364.46,INR,ATM,PURCHASE,Bharat Petroleum,CPACC45743614,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000463,ACC_000417,CUST_00289,2026-07-16 20:52:57.69658,CREDIT,20710.86,INR,UPI,TRANSFER_IN,Reliance Retail Ltd,CPACC84667529,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001237,ACC_000736,CUST_00499,2026-07-16 21:12:57.69658,CREDIT,9117.26,INR,ATM,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC26673640,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004601,ACC_000076,CUST_00047,2026-07-16 21:13:57.69658,DEBIT,2060.63,INR,ATM,PURCHASE,Indian Railways IRCTC,CPACC10377171,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008833,ACC_000411,CUST_00286,2026-07-16 21:47:57.69658,CREDIT,7512.46,INR,SWIFT,TRANSFER_IN,Reliance Retail Ltd,CPACC21206727,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001054,ACC_000452,CUST_00312,2026-07-16 22:47:57.69658,CREDIT,329.56,INR,IMPS,TRANSFER_IN,Zomato Ltd,CPACC86283599,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009459,ACC_000554,CUST_00376,2026-07-16 23:08:57.69658,CREDIT,3812.33,INR,SWIFT,TRANSFER_IN,Reliance Retail Ltd,CPACC46854586,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007123,ACC_000492,CUST_00337,2026-07-16 23:26:57.69658,DEBIT,874.39,INR,BRANCH,PURCHASE,Apollo Hospitals,CPACC72722321,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000745,ACC_000084,CUST_00054,2026-07-16 23:31:57.69658,DEBIT,23027.95,INR,SWIFT,PURCHASE,Reliance Retail Ltd,CPACC34331870,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007507,ACC_000515,CUST_00351,2026-07-16 23:36:57.69658,CREDIT,372.63,INR,ATM,TRANSFER_IN,Tata Consultancy Services,CPACC21300638,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000658,ACC_000040,CUST_00024,2026-07-17 00:22:57.69658,DEBIT,1205.88,INR,UPI,PURCHASE,Flipkart Internet Pvt Ltd,CPACC04073894,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004422,ACC_000201,CUST_00132,2026-07-17 00:23:57.69658,CREDIT,4649.45,INR,SWIFT,TRANSFER_IN,Tata Consultancy Services,CPACC27238022,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009726,ACC_000300,CUST_00200,2026-07-17 01:14:57.69658,CREDIT,1586.19,INR,BRANCH,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC15791188,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009397,ACC_000093,CUST_00060,2026-07-17 01:26:57.69658,CREDIT,1445.47,INR,IMPS,TRANSFER_IN,Bharat Petroleum,CPACC08090002,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007967,ACC_000532,CUST_00362,2026-07-17 01:27:57.69658,DEBIT,26088.87,INR,BRANCH,PURCHASE,Reliance Retail Ltd,CPACC54407944,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000953,ACC_000201,CUST_00132,2026-07-17 02:05:57.69658,DEBIT,1241.03,INR,IMPS,PURCHASE,HDFC Life Insurance,CPACC79047045,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004791,ACC_000280,CUST_00186,2026-07-17 02:31:57.69658,DEBIT,7287.19,INR,NEFT,PURCHASE,Bigbasket,CPACC62503378,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008363,ACC_000302,CUST_00202,2026-07-17 03:00:57.69658,DEBIT,499.17,INR,RTGS,PURCHASE,HDFC Life Insurance,CPACC55508588,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008301,ACC_000065,CUST_00041,2026-07-17 03:27:57.69658,DEBIT,2876.07,INR,SWIFT,PURCHASE,Reliance Retail Ltd,CPACC18521907,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008780,ACC_000010,CUST_00006,2026-07-17 03:31:57.69658,CREDIT,8825.65,INR,NEFT,TRANSFER_IN,Croma Electronics,CPACC32636344,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001279,ACC_000041,CUST_00025,2026-07-17 03:34:57.69658,CREDIT,15098.02,INR,BRANCH,TRANSFER_IN,Reliance Retail Ltd,CPACC58908980,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007594,ACC_000525,CUST_00358,2026-07-17 04:41:57.69658,CREDIT,15610.02,INR,RTGS,TRANSFER_IN,Bharat Petroleum,CPACC37345625,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004999,ACC_000327,CUST_00221,2026-07-17 04:49:57.69658,CREDIT,2263.00,INR,IMPS,TRANSFER_IN,Tata Consultancy Services,CPACC61628971,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001766,ACC_000182,CUST_00119,2026-07-17 04:59:57.69658,DEBIT,393.60,INR,IMPS,PURCHASE,Zomato Ltd,CPACC72297768,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008500,ACC_000062,CUST_00039,2026-07-17 05:01:57.69658,DEBIT,390.80,INR,SWIFT,PURCHASE,Tata Consultancy Services,CPACC48340029,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005320,ACC_000407,CUST_00282,2026-07-17 05:01:57.69658,DEBIT,18977.02,INR,ATM,PURCHASE,Reliance Retail Ltd,CPACC22785574,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004214,ACC_000235,CUST_00158,2026-07-17 05:10:57.69658,CREDIT,6290.75,INR,RTGS,TRANSFER_IN,Bharat Petroleum,CPACC10998172,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006080,ACC_000709,CUST_00483,2026-07-17 05:47:57.69658,DEBIT,1028.16,INR,SWIFT,PURCHASE,Bigbasket,CPACC67558724,HDFC Bank,IN,Routine activity,POSTED
TXN_BASE_014,ACC_000312,CUST_00210,2026-07-17 06:00:57.69658,DEBIT,15000.00,INR,UPI,PURCHASE,Bigbasket,CP55166918,International Bank,IN,Routine spend,POSTED
TXN_B0008350,ACC_000144,CUST_00097,2026-07-17 06:27:57.69658,CREDIT,1714.61,INR,BRANCH,TRANSFER_IN,Croma Electronics,CPACC76308303,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000168,ACC_000201,CUST_00132,2026-07-17 06:37:57.69658,CREDIT,511.85,INR,NEFT,TRANSFER_IN,Bigbasket,CPACC34531490,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001098,ACC_000501,CUST_00342,2026-07-17 06:41:57.69658,DEBIT,3191.54,INR,ATM,PURCHASE,Bigbasket,CPACC03986885,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000412,ACC_000218,CUST_00145,2026-07-17 07:05:57.69658,CREDIT,31074.05,INR,SWIFT,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC88123562,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005799,ACC_000384,CUST_00263,2026-07-17 07:53:57.69658,DEBIT,580.77,INR,ATM,PURCHASE,Bharat Petroleum,CPACC27395795,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004196,ACC_000302,CUST_00202,2026-07-17 07:59:57.69658,CREDIT,386.44,INR,BRANCH,TRANSFER_IN,Reliance Retail Ltd,CPACC00648694,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003141,ACC_000660,CUST_00452,2026-07-17 08:16:57.69658,DEBIT,23762.19,INR,IMPS,PURCHASE,Croma Electronics,CPACC87310290,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005410,ACC_000708,CUST_00482,2026-07-17 08:17:57.69658,CREDIT,862.88,INR,RTGS,TRANSFER_IN,HDFC Life Insurance,CPACC93680276,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001785,ACC_000709,CUST_00483,2026-07-17 08:31:57.69658,DEBIT,344.92,INR,IMPS,PURCHASE,Apollo Hospitals,CPACC64980066,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001942,ACC_000448,CUST_00309,2026-07-17 09:03:57.69658,CREDIT,2379.29,INR,SWIFT,TRANSFER_IN,Apollo Hospitals,CPACC85363272,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000907,ACC_000458,CUST_00315,2026-07-17 09:09:57.69658,CREDIT,327.20,INR,BRANCH,TRANSFER_IN,Reliance Retail Ltd,CPACC79164147,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001903,ACC_000642,CUST_00437,2026-07-17 09:31:57.69658,DEBIT,183.54,INR,UPI,PURCHASE,Bharat Petroleum,CPACC13075494,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002639,ACC_000699,CUST_00477,2026-07-17 09:57:57.69658,CREDIT,811.14,INR,BRANCH,TRANSFER_IN,Bharat Petroleum,CPACC86803706,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001681,ACC_000197,CUST_00129,2026-07-17 09:57:57.69658,CREDIT,355.17,INR,NEFT,TRANSFER_IN,Reliance Retail Ltd,CPACC15591686,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002063,ACC_000373,CUST_00255,2026-07-17 10:33:57.69658,DEBIT,5992.23,INR,RTGS,PURCHASE,Apollo Hospitals,CPACC01287554,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000747,ACC_000365,CUST_00247,2026-07-17 10:39:57.69658,DEBIT,2000.90,INR,ATM,PURCHASE,Bharat Petroleum,CPACC30611666,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005272,ACC_000403,CUST_00278,2026-07-17 10:41:57.69658,DEBIT,2126.06,INR,UPI,PURCHASE,Croma Electronics,CPACC84810290,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004630,ACC_000693,CUST_00473,2026-07-17 11:02:57.69658,DEBIT,234.70,INR,ATM,PURCHASE,Tata Consultancy Services,CPACC71233331,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001125,ACC_000550,CUST_00374,2026-07-17 11:25:57.69658,CREDIT,5241.02,INR,ATM,TRANSFER_IN,Bigbasket,CPACC24999287,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006926,ACC_000455,CUST_00313,2026-07-17 11:54:57.69658,DEBIT,30418.66,INR,UPI,PURCHASE,Apollo Hospitals,CPACC06966881,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002247,ACC_000353,CUST_00238,2026-07-17 12:18:57.69658,CREDIT,176.79,INR,SWIFT,TRANSFER_IN,Zomato Ltd,CPACC24955215,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000226,ACC_000004,CUST_00003,2026-07-17 12:34:57.69658,DEBIT,303.76,INR,SWIFT,PURCHASE,HDFC Life Insurance,CPACC35773647,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001911,ACC_000565,CUST_00382,2026-07-17 12:36:57.69658,CREDIT,13146.43,INR,BRANCH,TRANSFER_IN,Indian Railways IRCTC,CPACC78128963,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009769,ACC_000398,CUST_00273,2026-07-17 12:47:57.69658,CREDIT,637.56,INR,SWIFT,TRANSFER_IN,HDFC Life Insurance,CPACC43641590,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000639,ACC_000363,CUST_00246,2026-07-17 12:54:57.69658,DEBIT,171.63,INR,ATM,PURCHASE,Reliance Retail Ltd,CPACC83005470,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009448,ACC_000106,CUST_00070,2026-07-17 12:59:57.69658,DEBIT,1721.06,INR,UPI,PURCHASE,Tata Consultancy Services,CPACC68850652,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006230,ACC_000574,CUST_00389,2026-07-17 13:02:57.69658,DEBIT,20841.14,INR,BRANCH,PURCHASE,Reliance Retail Ltd,CPACC26630419,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004483,ACC_000310,CUST_00208,2026-07-17 13:22:57.69658,CREDIT,2748.57,INR,UPI,TRANSFER_IN,Reliance Retail Ltd,CPACC25813205,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008155,ACC_000087,CUST_00056,2026-07-17 14:09:57.69658,DEBIT,423.76,INR,ATM,PURCHASE,Flipkart Internet Pvt Ltd,CPACC72104071,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000522,ACC_000048,CUST_00029,2026-07-17 15:06:57.69658,DEBIT,4559.15,INR,BRANCH,PURCHASE,Reliance Retail Ltd,CPACC62874035,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007855,ACC_000232,CUST_00156,2026-07-17 15:21:57.69658,DEBIT,229.12,INR,IMPS,PURCHASE,Tata Consultancy Services,CPACC20818663,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000880,ACC_000673,CUST_00460,2026-07-17 15:40:57.69658,CREDIT,934.10,INR,UPI,TRANSFER_IN,Tata Consultancy Services,CPACC74525224,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007110,ACC_000093,CUST_00060,2026-07-17 15:42:57.69658,DEBIT,615.44,INR,IMPS,PURCHASE,Croma Electronics,CPACC58429317,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009640,ACC_000527,CUST_00359,2026-07-17 16:06:57.69658,CREDIT,4981.22,INR,IMPS,TRANSFER_IN,Bigbasket,CPACC69166601,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002500,ACC_000221,CUST_00147,2026-07-17 16:11:57.69658,DEBIT,612.35,INR,IMPS,PURCHASE,Flipkart Internet Pvt Ltd,CPACC25542313,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005732,ACC_000415,CUST_00288,2026-07-17 16:52:57.69658,CREDIT,6121.83,INR,IMPS,TRANSFER_IN,Zomato Ltd,CPACC31748802,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001722,ACC_000554,CUST_00376,2026-07-17 17:21:57.69658,CREDIT,751.88,INR,RTGS,TRANSFER_IN,HDFC Life Insurance,CPACC50004911,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003776,ACC_000104,CUST_00068,2026-07-17 17:39:57.69658,DEBIT,189.30,INR,SWIFT,PURCHASE,Bigbasket,CPACC43300138,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008641,ACC_000541,CUST_00367,2026-07-17 17:51:57.69658,CREDIT,8442.56,INR,UPI,TRANSFER_IN,Reliance Retail Ltd,CPACC49863035,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003959,ACC_000667,CUST_00456,2026-07-17 18:06:57.69658,DEBIT,481.02,INR,UPI,PURCHASE,Flipkart Internet Pvt Ltd,CPACC54353716,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001105,ACC_000459,CUST_00316,2026-07-17 18:19:57.69658,CREDIT,375.36,INR,ATM,TRANSFER_IN,Bharat Petroleum,CPACC61916268,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006813,ACC_000268,CUST_00179,2026-07-17 18:33:57.69658,DEBIT,3740.56,INR,UPI,PURCHASE,Bharat Petroleum,CPACC12237460,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006756,ACC_000539,CUST_00366,2026-07-17 18:35:57.69658,CREDIT,2018.46,INR,RTGS,TRANSFER_IN,Reliance Retail Ltd,CPACC88931358,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005319,ACC_000713,CUST_00486,2026-07-17 18:56:57.69658,DEBIT,1183.48,INR,SWIFT,PURCHASE,HDFC Life Insurance,CPACC59028551,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000875,ACC_000577,CUST_00391,2026-07-17 19:03:57.69658,CREDIT,3370.98,INR,IMPS,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC62705740,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003332,ACC_000573,CUST_00389,2026-07-17 19:50:57.69658,CREDIT,1582.71,INR,UPI,TRANSFER_IN,Indian Railways IRCTC,CPACC80888177,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001108,ACC_000693,CUST_00473,2026-07-17 20:00:57.69658,CREDIT,16567.11,INR,NEFT,TRANSFER_IN,Croma Electronics,CPACC75474937,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008009,ACC_000294,CUST_00197,2026-07-17 20:30:57.69658,DEBIT,1419.01,INR,ATM,PURCHASE,Indian Railways IRCTC,CPACC42275824,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004806,ACC_000685,CUST_00468,2026-07-17 20:58:57.69658,CREDIT,27201.64,INR,BRANCH,TRANSFER_IN,Croma Electronics,CPACC99381506,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009387,ACC_000143,CUST_00096,2026-07-17 21:14:57.69658,CREDIT,1472.41,INR,IMPS,TRANSFER_IN,Reliance Retail Ltd,CPACC55385216,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008216,ACC_000088,CUST_00057,2026-07-17 21:43:57.69658,DEBIT,1336.00,INR,NEFT,PURCHASE,Zomato Ltd,CPACC02926603,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002762,ACC_000048,CUST_00029,2026-07-17 21:54:57.69658,DEBIT,4535.36,INR,IMPS,PURCHASE,Apollo Hospitals,CPACC05326801,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004719,ACC_000516,CUST_00352,2026-07-17 21:57:57.69658,CREDIT,444.70,INR,ATM,TRANSFER_IN,Apollo Hospitals,CPACC70333143,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002000,ACC_000117,CUST_00078,2026-07-17 22:34:57.69658,DEBIT,469.47,INR,UPI,PURCHASE,Croma Electronics,CPACC28082991,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008671,ACC_000031,CUST_00018,2026-07-17 22:37:57.69658,DEBIT,503.86,INR,BRANCH,PURCHASE,Flipkart Internet Pvt Ltd,CPACC78917774,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001481,ACC_000682,CUST_00466,2026-07-17 23:07:57.69658,DEBIT,1962.17,INR,ATM,PURCHASE,Flipkart Internet Pvt Ltd,CPACC28108562,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000062,ACC_000198,CUST_00130,2026-07-17 23:32:57.69658,CREDIT,4692.69,INR,ATM,TRANSFER_IN,Bigbasket,CPACC49359475,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003945,ACC_000373,CUST_00255,2026-07-17 23:33:57.69658,DEBIT,1052.74,INR,IMPS,PURCHASE,Reliance Retail Ltd,CPACC98937586,HDFC Bank,IN,Routine activity,POSTED
